no;year;id;wks;union;independen
1704;3;244;48;0;6.569479942
1705;4;244;43;0;6.511750221
1706;5;244;52;0;6.565259933
1707;6;244;52;0;6.646389961
1708;7;244;52;0;6.733399868
1709;1;245;48;0;6.396930218
1710;2;245;44;0;6.476970196
1711;3;245;45;0;6.551080227
1712;4;245;50;0;6.620069981
1713;5;245;50;0;6.665679932
1714;6;245;50;0;6.68460989
1715;7;245;40;0;6.709300041
1716;1;246;50;1;6.476970196
1717;2;246;26;0;6.354370117
1718;3;246;24;1;6.354370117
1719;4;246;39;1;6.507279873
1720;5;246;51;1;6.597149849
1721;6;246;44;1;6.663129807
1722;7;246;46;1;6.620069981
1723;1;247;50;0;5.438079834
1724;2;247;44;0;5.560679913
1725;3;247;50;0;5.579730034
1726;4;247;50;0;5.736569881
1727;5;247;50;0;5.768320084
1728;6;247;50;0;5.814129829
1729;7;247;49;0;6.040249825
1730;1;248;49;0;5.746200085
1731;2;248;50;0;5.736569881
1732;3;248;42;0;5.416100025
1733;4;248;51;0;5.463829994
1734;5;248;52;0;6.2146101
1735;6;248;50;0;5.857930183
1736;7;248;47;0;6.2146101
1737;1;249;49;0;6.620069981
1738;2;249;48;0;6.551080227
1739;3;249;48;0;6.745240211
1740;4;249;47;0;6.802390099
1741;5;249;48;0;6.956550121
1742;6;249;47;0;7.025539875
1743;7;249;48;0;7.003069878
1744;1;250;48;1;6.056779861
1745;2;250;47;1;6.109250069
1746;3;250;48;1;6.184150219
1747;4;250;48;1;6.284130096
1748;5;250;48;1;6.396930218
1749;6;250;48;1;6.514709949
1750;7;250;48;1;6.575079918
1751;1;251;50;0;5.886099815
1752;2;251;49;0;6.2146101
1753;3;251;49;0;6.445720196
1754;4;251;50;0;6.396930218
1755;5;251;49;0;6.656730175
1756;6;251;50;0;6.620069981
1757;7;251;49;0;6.620069981
1758;1;252;49;0;6.905749798
1759;2;252;47;0;6.905749798
1760;3;252;49;0;7.549610138
1761;4;252;48;0;7.600900173
1762;5;252;49;0;7.673220158
1763;6;252;48;0;7.600900173
1764;7;252;47;0;7.696209908
1765;1;253;49;1;6.238319874
1766;2;253;32;1;6.492239952
1767;3;253;49;1;6.522089958
1768;4;253;49;1;6.586170197
1769;5;253;34;1;6.802390099
1770;6;253;49;1;6.856460094
1771;7;253;49;1;6.956550121
1772;1;254;48;0;6.226540089
1773;2;254;48;0;6.309919834
1774;3;254;47;0;6.396930218
1775;4;254;48;0;6.529419899
1776;5;254;48;0;6.612040043
1777;6;254;48;0;6.704410076
1778;7;254;24;0;6.726230145
1779;1;255;48;0;6.052090168
1780;2;255;11;1;6.016160011
1781;3;255;37;1;6.278520107
1782;4;255;50;1;6.368189812
1783;5;255;40;1;6.458340168
1784;6;255;47;1;6.562439919
1785;7;255;50;1;6.630680084
1786;1;256;16;0;6.230480194
1787;2;256;39;1;6.354370117
1788;3;256;50;1;6.499790192
1789;4;256;50;1;6.68460989
1790;5;256;50;1;6.980080128
1791;6;256;49;1;7.003069878
1792;7;256;48;1;7.090079784
1793;1;257;47;1;6.643789768
1794;2;257;47;1;6.74406004
1795;3;257;47;1;6.799059868
1796;4;257;47;1;6.893660069
1797;5;257;47;1;7.027309895
1798;6;257;47;1;7.064760208
1799;7;257;47;1;7.200419903
1800;1;258;42;0;6.511750221
1801;2;258;45;0;6.495269775
1802;3;258;47;0;6.63725996
1803;4;258;46;0;6.638569832
1804;5;258;44;0;6.694560051
1805;6;258;51;0;6.698269844
1806;7;258;45;0;6.993929863
1807;1;259;49;0;5.857930183
1808;2;259;51;0;5.857930183
1809;3;259;28;0;6.2146101
1810;4;259;50;0;6.184150219
1811;5;259;51;0;6.234409809
1812;6;259;50;0;6.184150219
1813;7;259;52;0;6.167520046
1814;1;260;49;0;6.551080227
1815;2;260;50;0;6.633319855
1816;3;260;49;0;6.745240211
1817;4;260;49;0;6.956550121
1818;5;260;48;0;7.025539875
1819;6;260;48;0;7.150700092
1820;7;260;49;0;7.313220024
1821;1;261;37;1;6.31716013
1822;2;261;50;1;6.361299992
1823;3;261;49;1;6.429719925
1824;4;261;37;1;6.731019974
1825;5;261;47;1;6.810140133
1826;6;261;45;1;6.951769829
1827;7;261;49;1;6.925600052
1828;1;262;49;0;6.838409901
1829;2;262;49;0;6.852240086
1830;3;262;48;0;6.91174984
1831;4;262;49;0;6.91174984
1832;5;262;49;0;7.311220169
1833;6;262;50;0;7.189169884
1834;7;262;49;0;7.377759933
1835;1;263;37;0;6.109250069
1836;2;263;33;0;6.204559803
1837;3;263;43;0;6.371610165
1838;4;263;46;0;6.396930218
1839;5;263;48;0;6.551080227
1840;6;263;49;0;6.602590084
1841;7;263;48;0;6.620069981
1842;1;264;48;0;6.309919834
1843;2;264;35;0;6.291570187
1844;3;264;40;0;6.309919834
1845;4;264;36;0;6.652860165
1846;5;264;28;0;6.620069981
1847;6;264;51;0;6.57227993
1848;7;264;50;0;7.047520161
1849;1;265;49;1;6.678339958
1850;2;265;45;1;6.752270222
1851;3;265;48;1;6.841619968
1852;4;265;49;1;6.956550121
1853;5;265;47;1;7.003069878
1854;6;265;48;1;7.154620171
1855;7;265;47;1;7.215240002
1856;1;266;44;1;6.905749798
1857;2;266;41;1;6.905749798
1858;3;266;43;1;7.029970169
1859;4;266;41;1;7.090079784
1860;5;266;44;1;7.207859993
1861;6;266;43;1;7.261929989
1862;7;266;42;1;7.279319763
1863;1;267;49;1;6.559619904
1864;2;267;49;1;6.601230145
1865;3;267;49;1;6.732210159
1866;4;267;48;1;6.791220188
1867;5;267;48;1;6.907760143
1868;6;267;47;1;7.003069878
1869;7;267;46;1;7.090079784
1870;1;268;51;0;5.89715004
1871;2;268;51;0;6.079929829
1872;3;268;51;0;5.981410027
1873;4;268;50;0;6.333280087
1874;5;268;51;0;6.274759769
1875;6;268;52;0;6.204559803
1876;7;268;51;0;6.586170197
1877;1;269;50;1;6.445720196
1878;2;269;50;1;6.745240211
1879;3;269;52;1;6.818920135
1880;4;269;51;1;6.856460094
1881;5;269;51;1;7.003069878
1882;6;269;49;1;7.090079784
1883;7;269;50;1;7.207859993
1884;1;270;51;0;6.905749798
1885;2;270;49;0;6.905749798
1886;3;270;47;0;7.919360161
1887;4;270;47;0;8.131529808
1888;5;270;47;0;8.022899628
1889;6;270;47;0;7.925159931
1890;7;270;47;0;7.845019817
1891;1;271;50;0;6.489200115
1892;2;271;50;0;6.558199883
1893;3;271;50;0;6.577859879
1894;4;271;50;0;6.68460989
1895;5;271;50;0;6.396930218
1896;6;271;50;0;7.090079784
1897;7;271;50;0;6.866930008
1898;1;272;49;0;6.354370117
1899;2;272;49;0;6.445720196
1900;3;272;51;0;6.802390099
1901;4;272;49;0;6.802390099
1902;5;272;49;0;6.907760143
1903;6;272;50;0;6.966020107
1904;7;272;50;0;7.090079784
1905;1;273;50;1;6.311729908
1906;2;273;40;1;6.545350075
1907;3;273;50;1;6.56385994
1908;4;273;47;1;6.631999969
1909;5;273;48;1;6.802390099
1910;6;273;48;1;6.841619968
1911;7;273;46;1;6.897699833
1912;1;274;49;0;6.64248991
1913;2;274;48;0;6.753439903
1914;3;274;49;0;6.817830086
1915;4;274;48;0;6.914730072
1916;5;274;49;0;6.956550121
1917;6;274;48;0;7.015709877
1918;7;274;48;0;7.094230175
1919;1;275;30;0;6.2146101
1920;2;275;50;0;6.173789978
1921;3;275;50;0;6.354370117
1922;4;275;50;0;6.551080227
1923;5;275;50;0;6.453619957
1924;6;275;50;0;6.2146101
1925;7;275;49;0;7.82404995
1926;1;276;51;1;6.552509785
1927;2;276;52;1;6.620069981
1928;3;276;51;1;6.68460989
1929;4;276;43;1;6.723830223
1930;5;276;50;1;6.824369907
1931;6;276;48;1;6.956550121
1932;7;276;49;1;7.003069878
1933;1;277;47;0;6.421619892
1934;2;277;48;0;6.489200115
1935;3;277;46;0;6.720220089
1936;4;277;47;0;6.769639969
1937;5;277;47;0;6.802390099
1938;6;277;47;0;6.877299786
1939;7;277;47;0;6.995769978
1940;1;278;51;0;6.905749798
1941;2;278;49;0;6.905749798
1942;3;278;49;0;7.170119762
1943;4;278;49;0;7.282760143
1944;5;278;48;0;7.362010002
1945;6;278;50;0;7.334980011
1946;7;278;48;0;7.47533989
1947;1;279;50;1;6.573679924
1948;2;279;48;1;6.679599762
1949;3;279;49;1;6.858570099
1950;4;279;49;1;6.842679977
1951;5;279;49;1;6.967909813
1952;6;279;49;1;7.130899906
1953;7;279;49;1;7.189919949
1954;1;280;52;1;6.052090168
1955;2;280;46;1;6.052090168
1956;3;280;51;1;6.109250069
1957;4;280;49;1;6.2146101
1958;5;280;48;1;6.263400078
1959;6;280;47;1;6.263400078
1960;7;280;50;1;6.309919834
1961;1;281;36;1;6.530879974
1962;2;281;50;1;6.559619904
1963;3;281;49;1;6.580639839
1964;4;281;50;1;6.723830223
1965;5;281;50;1;6.876259804
1966;6;281;50;1;6.975409985
1967;7;281;49;1;7.003069878
1968;1;282;48;0;6.745240211
1969;2;282;48;0;6.745240211
1970;3;282;49;0;6.813439846
1971;4;282;49;0;6.851180077
1972;5;282;48;0;7.025539875
1973;6;282;45;0;7.090079784
1974;7;282;48;0;7.279319763
1975;1;283;50;1;6.905749798
1976;2;283;51;1;6.2146101
1977;3;283;50;1;7.130899906
1978;4;283;50;1;6.907760143
1979;5;283;50;1;7.313220024
1980;6;283;49;1;7.467370033
1981;7;283;49;1;7.313220024
1982;1;284;49;1;6.444129944
1983;2;284;46;1;6.453619957
1984;3;284;49;1;6.520619869
1985;4;284;48;1;6.727429867
1986;5;284;49;1;6.591670036
1987;6;284;49;1;6.73815012
1988;7;284;48;1;6.77421999
1989;1;285;49;0;6.483109951
1990;2;285;47;0;6.532330036
1991;3;285;49;0;6.752270222
1992;4;285;49;0;6.800169945
1993;5;285;48;0;6.759260178
1994;6;285;48;0;6.968850136
1995;7;285;48;0;6.909749985
1996;1;286;47;1;5.991459846
1997;2;286;48;1;6.380119801
1998;3;286;48;1;6.565259933
1999;4;286;49;1;6.733399868
2000;5;286;48;0;6.745240211
2001;6;286;48;1;6.845880032
2002;7;286;46;1;6.745240211
2003;1;287;41;1;6.504290104
2004;2;287;42;1;6.473889828
2005;3;287;47;1;6.56385994
2006;4;287;47;1;6.751100063
2007;5;287;48;1;6.887549877
2008;6;287;38;1;6.994850159
2009;7;287;40;1;7.084229946
2010;1;288;49;0;6.864850044
2011;2;288;49;0;6.905749798
2012;3;288;49;0;7.025539875
2013;4;288;49;0;7.150700092
2014;5;288;49;0;7.244229794
2015;6;288;47;0;6.959400177
2016;7;288;46;0;7.441319942
2017;1;289;50;0;6.905749798
2018;2;289;50;0;6.905749798
2019;3;289;49;0;7.467370033
2020;4;289;49;0;7.696209908
2021;5;289;49;0;7.600900173
2022;6;289;49;0;7.919360161
2023;7;289;48;0;7.919360161
2024;1;290;50;0;6.287859917
2025;2;290;49;0;6.204559803
2026;3;290;51;0;6.244170189
2027;4;290;50;0;6.327939987
2028;5;290;50;0;6.536690235
2029;6;290;49;0;6.551080227
2030;7;290;49;0;6.620069981
2031;1;291;49;0;6.802390099
2032;2;291;46;0;6.829790115
2033;3;291;50;0;6.98472023
2034;4;291;49;0;7.003069878
2035;5;291;48;0;6.708079815
2036;6;291;47;0;6.961299896
2037;7;291;47;0;6.960350037
2038;1;292;48;0;6.616069794
2039;2;292;48;0;6.576469898
2040;3;292;47;0;6.68460989
2041;4;292;47;0;6.742879868
2042;5;292;48;0;7.036149979
2043;6;292;47;0;7.024650097
2044;7;292;48;0;7.226210117
2045;1;293;30;1;6.066110134
2046;2;293;50;1;6.188260078
2047;3;293;50;1;6.311729908
2048;4;293;50;1;6.556779861
2049;5;293;50;1;6.553929806
2050;6;293;50;1;6.752270222
2051;7;293;50;1;6.921659946
2052;1;294;49;1;6.19644022
2053;2;294;48;1;6.265299797
2054;3;294;41;1;6.364749908
2055;4;294;49;1;6.439350128
2056;5;294;47;1;6.543910027
2057;6;294;48;1;6.614729881
2058;7;294;47;1;6.716589928
2059;1;295;48;1;6.333280087
2060;2;295;48;1;6.614729881
2061;3;295;48;1;6.734590054
2062;4;295;46;1;6.77421999
2063;5;295;47;1;6.864850044
2064;6;295;47;1;6.970729828
2065;7;295;47;1;7.047520161
2066;1;296;50;1;6.445720196
2067;2;296;47;0;6.333280087
2068;3;296;48;0;6.396930218
2069;4;296;48;1;6.481579781
2070;5;296;39;1;6.591670036
2071;6;296;50;1;6.593039989
2072;7;296;50;1;6.778779984
2073;1;297;49;0;6.429719925
2074;2;297;48;0;6.431330204
2075;3;297;34;1;6.594409943
2076;4;297;47;1;6.711740017
2077;5;297;48;1;6.745240211
2078;6;297;47;1;6.877299786
2079;7;297;48;1;6.802390099
2080;1;298;50;0;6.492239952
2081;2;298;50;0;6.2146101
2082;3;298;50;0;6.727429867
2083;4;298;49;0;6.665679932
2084;5;298;48;0;6.309919834
2085;6;298;50;0;6.2146101
2086;7;298;50;0;6.2146101
2087;1;299;49;0;6.309919834
2088;2;299;50;0;6.309919834
2089;3;299;49;0;6.309919834
2090;4;299;50;0;6.309919834
2091;5;299;50;0;6.551080227
2092;6;299;50;0;6.620069981
2093;7;299;50;0;6.745240211
2094;1;300;51;0;6.14632988
2095;2;300;51;0;6.253829956
2096;3;300;51;0;6.309919834
2097;4;300;47;0;6.35089016
2098;5;300;49;0;6.461470127
2099;6;300;47;0;6.502789974
2100;7;300;47;0;6.597149849
2101;1;301;49;0;6.536690235
2102;2;301;49;0;6.551080227
2103;3;301;49;0;6.659289837
2104;4;301;48;0;6.829790115
2105;5;301;46;0;6.856460094
2106;6;301;46;0;6.956550121
2107;7;301;48;0;7.130899906
2108;1;302;36;1;6.224559784
2109;2;302;36;1;6.309919834
2110;3;302;37;1;6.476970196
2111;4;302;38;1;6.678339958
2112;5;302;35;1;6.779920101
2113;6;302;35;1;6.804609776
2114;7;302;36;1;6.856460094
2115;1;303;50;0;5.752570152
2116;2;303;50;0;5.857930183
2117;3;303;49;0;6.075349808
2118;4;303;49;0;8.51718998
2119;5;303;51;0;6.514709949
2120;6;303;49;0;6.586170197
2121;7;303;48;0;6.70318985
2122;1;304;50;1;6.163310051
2123;2;304;51;1;6.263400078
2124;3;304;51;1;6.354370117
2125;4;304;51;1;6.437749863
2126;5;304;51;1;6.476970196
2127;6;304;51;1;6.551080227
2128;7;304;51;0;6.408530235
2129;1;305;50;0;6.905749798
2130;2;305;49;0;6.905749798
2131;3;305;49;0;7.251339912
2132;4;305;49;0;7.251339912
2133;5;305;50;0;6.907760143
2134;6;305;47;0;7.236340046
2135;7;305;48;0;7.272399902
2136;1;306;50;0;6.495269775
2137;2;306;50;0;6.60394001
2138;3;306;50;0;6.700729847
2139;4;306;49;0;6.586170197
2140;5;306;49;0;6.418360233
2141;6;306;49;0;6.2146101
2142;7;306;49;0;6.620069981
2143;1;307;47;1;6.450469971
2144;2;307;52;1;6.672029972
2145;3;307;50;1;6.56385994
2146;4;307;47;1;6.606649876
2147;5;307;49;1;6.835179806
2148;6;307;47;1;6.861710072
2149;7;307;51;1;7.069869995
2150;1;308;46;1;6.481579781
2151;2;308;48;1;6.553929806
2152;3;308;46;1;6.618740082
2153;4;308;46;1;6.756929874
2154;5;308;46;1;6.876259804
2155;6;308;40;1;6.990260124
2156;7;308;42;1;7.074960232
2157;1;309;48;1;6.003890038
2158;2;309;44;1;6.109250069
2159;3;309;41;0;6.234409809
2160;4;309;33;0;6.035480022
2161;5;309;51;0;6.115890026
2162;6;309;38;0;6.194409847
2163;7;309;51;0;6.270989895
2164;1;310;50;1;6.331500053
2165;2;310;49;1;6.393589973
2166;3;310;36;1;6.484640121
2167;4;310;49;1;6.569479942
2168;5;310;49;1;6.70318985
2169;6;310;49;1;6.790100098
2170;7;310;48;1;6.876259804
2171;1;311;50;0;6.411819935
2172;2;311;50;0;6.565259933
2173;3;311;33;1;6.599870205
2174;4;311;49;1;6.690839767
2175;5;311;49;1;6.840549946
2176;6;311;42;1;6.937310219
2177;7;311;49;1;7.036149979
2178;1;312;36;1;6.575079918
2179;2;312;49;1;6.651569843
2180;3;312;47;1;6.755770206
2181;4;312;49;1;6.840549946
2182;5;312;48;1;6.906750202
2183;6;312;49;1;6.6833601
2184;7;312;49;1;7.061329842
2185;1;313;50;0;6.222579956
2186;2;313;50;0;6.345640182
2187;3;313;50;0;6.429719925
2188;4;313;49;0;6.492239952
2189;5;313;48;0;6.635950089
2190;6;313;48;0;6.659289837
2191;7;313;46;0;7.130899906
2192;1;314;49;0;6.302619934
2193;2;314;50;1;6.356110096
2194;3;314;44;1;6.415100098
2195;4;314;50;1;6.492239952
2196;5;314;50;1;6.624070168
2197;6;314;49;1;6.795710087
2198;7;314;50;1;6.975409985
2199;1;315;36;0;5.707109928
2200;2;315;47;0;6.396930218
2201;3;315;36;0;6.396930218
2202;4;315;47;0;6.634630203
2203;5;315;48;0;6.620069981
2204;6;315;38;0;6.68460989
2205;7;315;48;0;6.829790115
2206;1;316;51;0;6.905749798
2207;2;316;52;0;6.905749798
2208;3;316;49;0;7.673220158
2209;4;316;50;0;7.751480103
2210;5;316;49;0;7.818830013
2211;6;316;50;0;7.600900173
2212;7;316;50;0;7.903969765
2213;1;317;43;0;5.991459846
2214;2;317;51;0;5.902629852
2215;3;317;35;0;6.551080227
2216;4;317;36;0;6.499790192
2217;5;317;50;0;6.2146101
2218;6;317;48;0;6.68460989
2219;7;317;26;0;6.2146101
2220;1;318;38;0;6.354370117
2221;2;318;49;0;6.476970196
2222;3;318;52;0;6.745240211
2223;4;318;48;1;6.551080227
2224;5;318;27;0;6.802390099
2225;6;318;50;0;6.579249859
2226;7;318;49;0;6.907760143
2227;1;319;47;1;6.501289845
2228;2;319;47;1;6.573679924
2229;3;319;44;1;6.655439854
2230;4;319;47;1;6.753439903
2231;5;319;47;1;6.848010063
2232;6;319;47;1;6.943120003
2233;7;319;40;1;7.035270214
2234;1;320;50;0;6.091310024
2235;2;320;48;0;6.236370087
2236;3;320;50;0;6.270989895
2237;4;320;50;0;6.476970196
2238;5;320;46;0;6.595779896
2239;6;320;51;0;6.445720196
2240;7;320;46;0;6.779920101
2241;1;321;49;1;6.040249825
2242;2;321;50;1;6.206580162
2243;3;321;50;1;6.272880077
2244;4;321;50;1;6.396930218
2245;5;321;50;1;6.470799923
2246;6;321;48;1;6.545350075
2247;7;321;49;1;6.682109833
2248;1;322;48;0;6.687109947
2249;2;322;50;0;6.745240211
2250;3;322;48;0;6.856460094
2251;4;322;47;0;6.956550121
2252;5;322;48;0;7.047520161
2253;6;322;48;0;7.093400002
2254;7;322;47;0;7.130899906
2255;1;323;49;0;6.551080227
2256;2;323;49;0;6.551080227
2257;3;323;50;0;6.802390099
2258;4;323;49;0;6.856460094
2259;5;323;50;0;6.866930008
2260;6;323;46;0;7.003069878
2261;7;323;47;0;7.130899906
2262;1;324;33;1;6.188260078
2263;2;324;50;1;6.606649876
2264;3;324;37;1;6.68460989
2265;4;324;42;1;6.768489838
2266;5;324;32;1;6.860660076
2267;6;324;47;1;6.966020107
2268;7;324;48;1;7.003069878
2269;1;325;50;0;6.263400078
2270;2;325;50;0;6.291570187
2271;3;325;50;0;6.396930218
2272;4;325;50;0;6.396930218
2273;5;325;50;0;6.577859879
2274;6;325;50;0;6.620069981
2275;7;325;50;0;6.68460989
2276;1;326;48;0;6.551080227
2277;2;326;47;0;6.68460989
2278;3;326;47;0;6.551080227
2279;4;326;47;0;6.828710079
2280;5;326;47;0;6.802390099
2281;6;326;47;0;7.136479855
2282;7;326;47;0;7.183110237
2283;1;327;39;0;5.932250023
2284;2;327;39;0;6.19644022
2285;3;327;41;0;6.236370087
2286;4;327;37;0;6.309919834
2287;5;327;37;1;6.442540169
2288;6;327;36;0;6.109250069
2289;7;327;36;0;6.2146101
2290;1;328;48;0;6.620069981
2291;2;328;48;0;6.68460989
2292;3;328;48;1;6.733399868
2293;4;328;49;1;6.818920135
2294;5;328;48;0;6.872129917
2295;6;328;50;0;6.966020107
2296;7;328;49;0;7.043159962
2297;1;329;49;0;6.421619892
2298;2;329;48;0;6.476970196
2299;3;329;48;0;6.551080227
2300;4;329;48;0;6.68460989
2301;5;329;48;0;6.68460989
2302;6;329;48;0;6.802390099
2303;7;329;48;0;6.907760143
2304;1;330;45;0;6.759260178
2305;2;330;36;0;6.813439846
2306;3;330;36;0;6.866930008
2307;4;330;35;0;6.851180077
2308;5;330;35;0;6.948900223
2309;6;330;35;0;7.064760208
2310;7;330;36;0;7.114769936
2311;1;331;46;0;6.889589787
2312;2;331;49;1;6.905749798
2313;3;331;43;0;6.907760143
2314;4;331;48;1;7.003069878
2315;5;331;47;1;7.130899906
2316;6;331;48;1;7.108240128
2317;7;331;47;0;7.090079784
2318;1;332;30;0;5.613130093
2319;2;332;48;0;5.820079803
2320;3;332;49;0;5.762050152
2321;4;332;46;0;5.89989996
2322;5;332;47;0;5.9584198
2323;6;332;46;0;6.173789978
2324;7;332;48;0;6.102560043
2325;1;333;49;1;6.445720196
2326;2;333;47;1;6.620069981
2327;3;333;50;1;6.599870205
2328;4;333;46;1;6.633319855
2329;5;333;48;1;6.835179806
2330;6;333;48;1;6.999420166
2331;7;333;48;1;6.907760143
2332;1;334;50;0;6.333280087
2333;2;334;51;0;5.857930183
2334;3;334;51;0;6.395259857
2335;4;334;50;0;6.109250069
2336;5;334;43;0;6.109250069
2337;6;334;51;0;6.109250069
2338;7;334;49;0;6.396930218
2339;1;335;42;0;6.395259857
2340;2;335;50;0;6.436150074
2341;3;335;47;0;6.492239952
2342;4;335;45;0;6.731019974
2343;5;335;49;0;6.745240211
2344;6;335;46;0;7.042290211
2345;7;335;48;0;7.090079784
2346;1;336;50;0;6.309919834
2347;2;336;49;0;6.536690235
2348;3;336;50;0;6.461470127
2349;4;336;48;0;6.579249859
2350;5;336;52;0;6.897699833
2351;6;336;50;0;6.424870014
2352;7;336;47;0;6.914730072
2353;1;337;49;0;6.652860165
2354;2;337;52;0;6.77421999
2355;3;337;52;0;6.907760143
2356;4;337;50;0;6.968850136
2357;5;337;51;0;6.962240219
2358;6;337;50;0;7.108240128
2359;7;337;50;0;7.393260002
2360;1;338;49;1;5.986450195
2361;2;338;49;1;5.955840111
2362;3;338;49;1;6.184150219
2363;4;338;48;1;6.192359924
2364;5;338;47;1;6.625390053
2365;6;338;47;1;6.620069981
2366;7;338;47;1;6.802390099
2367;1;339;51;0;5.883319855
2368;2;339;50;0;5.886099815
2369;3;339;49;0;5.934889793
2370;4;339;48;0;6.079929829
2371;5;339;49;0;6.079929829
2372;6;339;47;0;6.082220078
2373;7;339;48;0;6.263400078
2374;1;340;23;1;6.576469898
2375;2;340;42;1;6.664410114
2376;3;340;47;1;6.736969948
2377;4;340;47;1;6.807929993
2378;5;340;47;1;6.807929993
2379;6;340;47;1;6.917709827
2380;7;340;47;1;7.041409969
2381;1;341;48;0;6.905749798
2382;2;341;48;0;6.905749798
2383;3;341;49;0;7.245659828
2384;4;341;48;0;7.377759933
2385;5;341;49;0;7.473070145
2386;6;341;48;0;7.57558012
2387;7;341;49;0;7.673220158
2388;1;342;48;0;6.455200195
2389;2;342;48;0;6.558199883
2390;3;342;47;0;6.663129807
2391;4;342;48;1;6.845880032
2392;5;342;48;0;6.925600052
2393;6;342;48;0;7.136479855
2394;7;342;47;0;7.270309925
2395;1;343;45;0;6.905749798
2396;2;343;47;0;6.905749798
2397;3;343;46;1;7.185389996
2398;4;343;46;0;7.244229794
2399;5;343;46;0;7.311220169
2400;6;343;45;0;7.375879765
2401;7;343;43;0;7.195189953
2402;1;344;49;0;6.905749798
2403;2;344;46;0;6.905749798
2404;3;344;50;0;7.600900173
2405;4;344;47;0;7.718689919
2406;5;344;50;0;7.740660191
2407;6;344;49;0;7.600900173
2408;7;344;48;0;7.681099892
2409;1;345;49;1;6.163310051
2410;2;345;50;1;6.309919834
2411;3;345;50;1;6.304450035
2412;4;345;50;1;6.620069981
2413;5;345;49;1;6.476970196
2414;6;345;49;1;6.551080227
2415;7;345;49;1;6.476970196
2416;1;346;38;1;6.905749798
2417;2;346;44;1;6.905749798
2418;3;346;42;1;6.579249859
2419;4;346;37;1;7.047520161
2420;5;346;39;1;7.090079784
2421;6;346;36;1;7.322509766
2422;7;346;40;1;7.313220024
2423;1;347;38;0;6.77421999
2424;2;347;39;0;6.887549877
2425;3;347;36;0;6.907760143
2426;4;347;37;0;6.965079784
2427;5;347;39;0;6.956550121
2428;6;347;39;0;7.196690083
2429;7;347;36;0;7.130899906
2430;1;348;48;0;6.905749798
2431;2;348;47;0;6.905749798
2432;3;348;49;0;7.843850136
2433;4;348;48;0;7.937369823
2434;5;348;48;0;8.101679802
2435;6;348;35;0;7.919360161
2436;7;348;25;0;8.020270348
2437;1;349;51;0;6.13988018
2438;2;349;49;0;6.566669941
2439;3;349;50;0;6.651569843
2440;4;349;50;0;6.833030224
2441;5;349;49;0;6.971670151
2442;6;349;48;0;7.078340054
2443;7;349;49;0;7.196690083
2444;1;350;40;1;6.551080227
2445;2;350;38;1;6.687109947
2446;3;350;46;0;6.752270222
2447;4;350;46;1;6.813439846
2448;5;350;46;1;6.960350037
2449;6;350;44;1;7.020189762
2450;7;350;43;1;7.081709862
2451;1;351;49;0;5.926929951
2452;2;351;49;0;5.991459846
2453;3;351;48;1;6.573679924
2454;4;351;51;1;6.665679932
2455;5;351;47;1;6.697030067
2456;6;351;44;1;6.820020199
2457;7;351;50;1;6.945049763
2458;1;352;50;0;6.437749863
2459;2;352;49;0;6.573679924
2460;3;352;49;0;6.652860165
2461;4;352;48;0;6.826550007
2462;5;352;49;0;6.907760143
2463;6;352;48;0;7.036149979
2464;7;352;48;0;7.042290211
2465;1;353;47;0;6.905749798
2466;2;353;48;0;6.905749798
2467;3;353;45;0;8.1605196
2468;4;353;47;0;8.006369591
2469;5;353;47;0;8.055159569
2470;6;353;47;0;7.945909977
2471;7;353;47;0;7.983099937
2472;1;354;49;1;6.504290104
2473;2;354;47;1;6.551080227
2474;3;354;48;1;6.645090103
2475;4;354;49;1;6.646389961
2476;5;354;49;1;6.907760143
2477;6;354;46;1;7.01391983
2478;7;354;49;1;7.090079784
2479;1;355;47;0;5.768320084
2480;2;355;50;0;5.89989996
2481;3;355;50;1;6.607999802
2482;4;355;51;1;6.845880032
2483;5;355;49;0;6.086770058
2484;6;355;51;0;6.309919834
2485;7;355;51;0;6.309919834
2486;1;356;50;0;6.390240192
2487;2;356;50;0;6.490719795
2488;3;356;50;0;6.618740082
2489;4;356;50;0;6.805719852
2490;5;356;50;0;6.903749943
2491;6;356;51;0;6.98100996
2492;7;356;50;0;7.062190056
2493;1;357;44;1;6.345640182
2494;2;357;49;1;6.514709949
2495;3;357;46;1;6.579249859
2496;4;357;48;1;6.633319855
2497;5;357;48;1;6.802390099
2498;6;357;48;1;6.887549877
2499;7;357;48;1;7.007599831
2500;1;358;40;1;6.490719795
2501;2;358;36;1;6.514709949
2502;3;358;39;0;6.551080227
2503;4;358;35;1;6.708079815
2504;5;358;38;1;6.820020199
2505;6;358;37;1;6.459899902
2506;7;358;36;1;6.991179943
2507;1;359;48;1;5.981410027
2508;2;359;49;1;5.981410027
2509;3;359;40;1;6.109250069
2510;4;359;48;1;6.2146101
2511;5;359;49;1;6.257669926
2512;6;359;39;1;6.324359894
2513;7;359;48;1;6.432940006
2514;1;360;48;0;6.905749798
2515;2;360;48;0;6.905749798
2516;3;360;49;0;7.244229794
2517;4;360;48;0;6.956550121
2518;5;360;47;0;7.003069878
2519;6;360;46;0;7.173190117
2520;7;360;48;0;7.130899906
2521;1;361;49;0;5.416100025
2522;2;361;52;0;5.480639935
2523;3;361;20;0;6.2146101
2524;4;361;50;0;6.253829956
2525;5;361;49;0;6.343880177
